"","ss1","ss2","ss3","ss4","ss5","ss6","ss7","ss8","totalRock","response.cor","fwd.error1","fwd.error2","forecast"
"1250",166,172,191,209,403,434,828,843,49,3,0.177631621252743,0.0222726367511457,3.46132265024679
"1251",1,30,116,454,486,540,646,745,50,3,0.17767294977103,0.129836882306435,3.56883582706125
"1252",20,25,125,313,609,619,831,850,47,3,0.177677643293917,0.0900892225447163,3.68664284175301
"1253",1,35,71,140,199,402,655,772,44,2,0.177968910232909,0.120302088945833,3.58214219264802
"1254",100,113,149,505,551,560,743,840,51,3,0.178116956283578,0.289536041649314,3.35824723806416
"1255",32,353,543,549,551,605,840,846,58,3,0.178140315753617,0.190936471318694,3.47598502178675
"1256",36,40,191,333,463,706,764,854,54,3,0.178286283485214,0.079237502006833,3.66536378435844
"1257",366,380,405,408,527,615,737,832,33,3,0.17836159740907,0.0620257812524745,3.56391752730143
"1258",1,97,158,361,512,610,729,851,36,3,0.178499466519449,0.123731332946269,3.57498887468745
"1259",28,250,412,463,554,559,767,817,49,3,0.178524285616792,0.0722121967644886,3.45241450422723
"1260",102,113,393,429,430,613,729,794,59,3,0.178558588025932,0.09201578248598,3.69476657142154
"1261",82,220,267,355,369,412,437,456,49,3,0.17858480254317,0.0728032913141909,3.47344190633644
"1262",28,526,546,619,661,678,810,852,48,4,0.178638570054306,0.0935097380672101,3.67599428375655
"1263",1,154,177,316,538,607,681,851,58,3,0.178829120427162,0.11417029411369,3.59986822518448
"1264",100,197,373,419,428,429,586,796,34,2,0.17887470319371,0.0573113177567954,3.64329072111797
"1265",7,46,201,247,314,470,626,629,51,6,0.179200874033134,0.299557490264082,3.30457998939555
"1266",1,36,74,264,726,781,817,832,37,2,0.179340782242774,0.114673039886111,3.58316188596834
"1267",33,44,125,215,455,501,624,695,37,4,0.179534082335234,0.0783072743455264,3.48021306491657
"1268",117,127,287,353,356,429,464,533,41,2,0.180092036225695,0.0875256429254794,3.70536974063331
"1269",28,326,412,448,512,569,699,704,49,4,0.180174011368483,0.0895727412358855,3.433206103947
"1270",1,220,241,485,532,629,712,792,36,3,0.180475161511039,0.122313451725843,3.59018331851642
"1271",5,10,116,626,693,721,793,836,53,3,0.180503477939867,0.150977079987872,3.37543459506477
"1272",77,368,405,414,417,531,633,800,37,2,0.180527751119481,0.0825621968689467,3.58201587794018
"1273",39,159,260,343,429,510,736,798,48,5,0.180535339751945,0.147085353289478,3.81378994673829
"1274",369,374,376,429,510,515,517,543,40,4,0.180563058062374,0.119802609135256,3.79031120141678
"1275",1,67,209,278,447,478,813,833,47,4,0.180860330050264,0.119846451326056,3.59673868391795
"1276",30,98,163,275,429,661,770,813,50,5,0.180994149430509,0.0328178536374861,3.66518139300273
"1277",1,21,95,484,613,669,746,750,37,3,0.181421887276839,0.135079148856357,3.56312237017353
"1278",3,82,109,201,205,552,687,767,60,5,0.181451381405815,0.0525382756050505,3.75982659150958
"1279",161,325,405,487,615,782,815,822,29,2,0.181517023512241,0.14730414587128,3.75711273264032
"1280",1,119,159,179,471,653,714,740,48,4,0.181525374743092,0.113563483041717,3.59115414690744
"1281",1,51,151,471,531,544,672,814,41,3,0.181525374743092,0.113563483041717,3.59115414690744
"1282",42,201,321,480,698,712,730,834,43,4,0.181908535151426,0.445119829334973,3.07739186178577
"1283",1,322,340,436,502,556,637,685,53,5,0.182094714476869,0.109305760802827,3.58812575449372
"1284",197,253,391,442,513,570,814,840,43,5,0.182257457980416,0.0384404714876854,3.84138086266721
"1285",1,170,185,327,516,728,788,823,54,2,0.182324302808888,0.119944404436361,3.57557432797362
"1286",38,42,48,366,509,528,656,709,52,7,0.182374580639382,0.337017252368411,4.03529896029452
"1287",88,148,466,597,626,719,828,847,51,5,0.182419774988839,0.223660925503344,3.37399693527719
"1288",398,454,496,504,518,613,755,833,50,3,0.182745905646699,0.0822263640729184,3.60848022358951
"1289",144,214,385,491,528,561,619,832,37,3,0.182772409790608,0.101241632904493,5.82163608801951
"1290",1,271,575,604,653,727,793,843,45,4,0.183084591993317,0.126663489328102,3.58521844391794
"1291",171,211,240,281,469,626,750,855,50,5,0.183255820999392,0.150085801443589,4.65182870760573
"1292",1,16,114,125,203,505,571,730,60,3,0.183456569938363,0.121751127434579,3.58315372665633
"1293",150,213,272,304,352,626,728,779,58,4,0.183619720918505,0.148978632874254,3.74686554513136
"1294",107,158,178,206,260,391,412,487,42,4,0.183825457666051,0.0368011459033157,8.05126512234993
"1295",1,22,136,670,737,750,774,794,44,4,0.183890112441115,0.138705948077834,3.57224928766741
"1296",47,191,194,292,529,645,792,833,50,3,0.184091661008184,0.0365986421796585,3.62922757527733
"1297",1,190,295,490,566,656,693,788,48,4,0.184135306746112,0.0982104884553681,3.59407660013461
"1298",1,78,94,227,339,668,683,706,53,4,0.1842395637137,0.108297143920197,3.59642882196028
"1299",1,445,455,552,603,619,640,648,52,3,0.184324047210612,0.132949853991549,3.56458260538317
"1300",66,97,160,163,218,376,684,840,36,5,0.184412239722995,0.269118840471728,3.34196755501376
"1301",27,66,203,497,683,684,785,840,52,5,0.184560770433372,0.232382091375177,3.33268407065704
"1302",100,245,387,587,668,695,697,833,49,4,0.184779532565513,0.11370401345271,3.51407424837606
"1303",1,140,143,407,556,656,672,797,31,2,0.184861803305133,0.225876215474247,3.47351812673109
"1304",1,228,276,519,606,715,723,827,35,4,0.184914787758214,0.0502936300584484,3.61222410160926
"1305",215,296,423,502,561,620,642,729,55,4,0.185041203361606,0.14920614383433,3.57551947862009
"1306",181,242,327,588,649,680,716,833,44,4,0.185483779911286,0.0214900292345552,3.53261789911912
"1307",41,190,389,626,673,686,706,780,34,4,0.18553777830834,0.228569280104774,3.34090188286551
"1308",1,67,123,616,682,750,766,854,46,3,0.185647884338897,0.109827597364873,3.61232462446507
"1309",62,135,168,415,451,674,740,830,59,5,0.185774398068745,0.467255895997806,3.1635458037942
"1310",146,229,415,691,711,738,739,742,46,3,0.185944813854844,0.360879881506149,2.95344329660935
"1311",175,221,257,470,539,692,711,840,51,4,0.186063253807535,0.293217015981921,3.36525370271465
"1312",100,215,247,290,331,338,403,854,52,3,0.186113864231713,0.0652533976088683,3.47319550483733
"1313",199,207,339,370,464,784,794,840,50,5,0.186140282431364,0.214243593211169,3.43678098436633
"1314",86,96,405,418,459,472,557,584,49,5,0.186366644100347,0.157858342769373,3.70154257485592
"1315",1,44,196,267,450,482,578,829,41,3,0.186381975900814,0.10929079724163,3.62798700123851
"1316",114,118,185,215,280,418,432,436,48,2,0.186515440213178,0.0628494679023328,3.45365627537333
"1317",27,30,380,412,559,750,757,785,54,4,0.186688642739972,0.0423734440796375,3.46809758627801
"1318",36,217,342,362,390,410,457,616,45,2,0.186756876009239,0.0225381867713397,3.63914061235915
"1319",1,34,73,353,423,426,704,715,41,4,0.186849197182275,0.0972775018757992,3.60856877856315
"1320",201,281,282,344,398,408,618,759,43,4,0.186904805972044,0.371557961714812,3.11160454448005
"1321",11,79,158,173,328,353,586,626,45,2,0.186958739339175,0.10727695392944,3.80514387786988
"1322",1,270,352,563,585,690,747,752,49,4,0.187427434786364,0.104623571012595,3.58772486930975
"1323",28,77,260,621,745,790,840,853,45,6,0.18760385319822,0.169866189662657,3.42808449209041
"1324",1,165,257,439,450,510,571,735,47,4,0.1877787493959,0.0925964334053999,3.61738078699682
"1325",190,275,464,546,609,626,686,813,39,4,0.187784866043446,0.0797756759881736,3.69223529365291
"1326",14,49,72,248,415,690,751,769,51,5,0.187817487861747,0.673572881776458,2.90579017254795
"1327",216,268,305,334,415,537,649,840,50,3,0.187838840150413,0.242214824154933,3.42890317682056
"1328",37,59,149,163,249,293,458,619,46,4,0.187839199829781,0.226592894523258,3.81927413146608
"1329",59,182,215,386,462,668,774,802,40,2,0.18800203665039,0.041988423543224,-22.8802234798224
"1330",178,205,337,367,370,464,626,833,45,4,0.188018670509635,0.129666361276289,3.71574463418455
"1331",71,168,224,600,643,767,808,822,37,2,0.188167560938307,0.150833593820347,3.42714729453201
"1332",1,143,407,449,455,458,656,676,49,4,0.18829505201434,0.128321867139082,3.61229262645742
"1333",185,215,252,526,636,695,711,738,49,3,0.188362803424846,0.0473143266298779,3.47539418186573
"1334",1,2,104,314,400,435,495,552,44,2,0.188694321328617,0.0924224925791797,3.59262728691685
"1335",95,114,169,308,413,466,638,840,54,3,0.18886264970951,0.330276003575305,3.34394900697332
"1336",105,122,194,236,476,749,754,833,43,3,0.189091127287606,0.138420127123925,3.79683023536872
"1337",193,196,283,368,414,569,626,660,32,3,0.18923441911685,0.216036662437329,3.41591209281061
"1338",136,261,315,392,508,619,705,853,48,4,0.189333128485803,0.17949880489027,3.68406369076648
"1339",201,316,341,424,435,522,725,818,49,3,0.189428961550537,0.303850758577772,3.56336827111876
"1340",1,113,115,241,387,488,687,711,58,5,0.189545541874348,0.103326294251449,3.66182212721018
"1341",108,110,121,158,174,405,551,669,40,3,0.189648038325149,0.0729471529167838,3.70543577754142
"1342",1,33,55,243,334,376,405,739,48,4,0.189704131264463,0.0969359077830876,3.59073291946452
"1343",29,61,174,302,358,485,749,840,36,3,0.189710390141862,0.18157164675497,3.44092358896525
"1344",235,358,378,412,514,629,778,818,36,2,0.189732841825574,0.147258843832719,3.54674641552997
"1345",44,102,166,429,485,674,677,819,48,3,0.189771511869261,0.0872210492430323,3.64854843883632
"1346",1,176,191,314,469,474,530,711,36,4,0.189984572103099,0.11592759238926,3.58778267065243
"1347",65,251,525,528,626,628,686,701,35,4,0.190332184186791,0.193488024663979,3.33936215002084
"1348",153,215,337,377,426,438,623,663,46,3,0.190382298635152,0.0781653402636522,3.44691941870924
"1349",27,57,59,433,619,695,705,794,48,3,0.190531811696688,0.139492958616825,3.11708096663903
"1350",57,94,160,388,416,497,531,626,30,3,0.190617986615067,0.107750444876903,3.68691730923006
"1351",63,215,430,484,619,713,735,836,36,3,0.190776955723866,0.0924134319546819,3.52352366183702
"1352",1,235,438,661,701,751,782,789,47,4,0.190904549301975,0.0611327047401264,3.61307231334335
"1353",90,393,457,473,543,582,626,807,54,4,0.190923908769852,0.237100603000389,3.34786260099535
"1354",28,64,84,239,291,590,643,850,51,4,0.190952335567964,0.128697151291044,3.84063068072171
"1355",1,51,125,137,201,303,792,840,54,4,0.191054812336702,0.111970374141572,3.58946475210314
"1356",1,360,528,638,658,703,706,854,49,3,0.19108982157487,0.119666826350243,3.58023057896848
"1357",1,17,97,137,426,502,528,812,44,3,0.19108982157487,0.119666826350243,3.58023057896848
"1358",1,47,97,179,271,410,669,736,38,3,0.191214724609322,0.106974062997406,3.60687552731067
"1359",50,250,300,333,466,569,804,840,48,5,0.191500228378743,0.135125867413724,3.76253024356037
"1360",44,154,215,436,524,557,663,785,45,3,0.191512791915237,0.0818743737003795,3.44397360497361
"1361",38,118,330,623,718,818,840,855,52,2,0.191573522498535,0.250774188487749,3.39106790257493
"1362",142,150,188,251,282,507,553,643,52,4,0.191744607630381,0.0561623290848643,3.3959195014988
"1363",123,156,215,306,312,497,525,700,50,3,0.191791732385989,0.0917917323859889,3.4927589614817
"1364",215,375,393,452,498,517,569,637,28,3,0.191791732385989,0.0917917323859889,3.4927589614817
"1365",47,226,236,237,273,412,505,730,41,4,0.191858026057627,0.0770980021029413,3.48609414621694
"1366",106,149,284,406,588,626,664,736,28,2,0.192078390796544,0.280154532183706,3.25390056212435
"1367",189,210,269,310,314,405,541,666,50,3,0.192180567544109,2.43166015804413,1.1639186309907
"1368",167,182,524,563,600,661,761,833,50,3,0.192320998430908,0.0168014846153173,3.15930939731914
"1369",6,59,74,191,205,668,695,823,46,3,0.19234893561117,0.12832240673822,3.49573201745592
"1370",83,87,108,198,233,579,720,782,51,4,0.192567492827982,0.109822650762272,3.50880273041885
"1371",78,164,339,429,516,530,540,709,56,4,0.192836634706676,0.102823135248135,3.71532976186782
"1372",190,428,434,521,603,643,713,739,37,2,0.192876582583772,0.219630331139661,3.82275214098913
"1373",1,102,123,166,266,364,494,685,41,3,0.193401522279844,0.0896856204759615,3.60043135577291
"1374",179,429,523,524,561,567,705,827,46,2,0.193478476463258,0.104160526011318,3.72307692049358
"1375",133,163,212,364,567,626,643,748,56,5,0.194022659315364,0.165826641405422,3.80688110931617
"1376",97,215,226,360,399,464,567,661,41,2,0.19437383840306,0.105840255896752,3.51004792654706
"1377",3,69,266,521,591,614,626,779,42,5,0.194501675558347,0.155999004162493,3.75563098194524
"1378",1,212,237,271,446,541,569,664,46,3,0.194638254131231,0.105996874884528,3.57772374912568
"1379",123,215,530,553,662,687,732,815,39,2,0.194689105910046,0.0756568636202455,3.4944893255269
"1380",246,326,340,429,557,711,755,792,59,4,0.194845619717742,0.0948456197177414,3.69484561971774
"1381",7,77,201,342,363,705,738,786,54,2,0.194959708436007,0.0562151671455626,3.70070259096442
"1382",131,152,429,448,548,601,619,677,40,3,0.194985363685917,0.122145234135139,3.66782549323669
"1383",1,32,188,189,274,326,557,568,59,3,0.195056436051568,0.0310352525660882,3.64135539590046
"1384",58,173,260,296,442,488,626,708,31,6,0.195202606635197,0.207074251681943,3.83260175038596
"1385",1,47,92,154,334,352,607,752,37,2,0.195248892359061,0.10435221061909,3.59544834086999
"1386",1,159,218,391,403,422,714,784,46,2,0.195248892359061,0.10435221061909,3.59544834086999
"1387",1,79,113,175,376,559,602,783,39,2,0.195248892359061,0.10435221061909,3.59544834086999
"1388",1,141,142,337,338,505,790,823,50,4,0.195248892359061,0.10435221061909,3.59544834086999
"1389",162,213,215,224,418,770,777,847,37,3,0.195303802795112,0.0410426688197694,3.42892691936524
"1390",36,142,225,242,412,442,484,705,48,5,0.195363768309415,0.0716635311171827,3.49206894145094
"1391",19,145,215,337,658,708,731,826,33,2,0.195423135101399,0.000593534761005099,3.44890595667835
"1392",607,627,701,703,704,723,746,840,52,5,0.196140236130295,0.288919320621703,3.23799840576807
"1393",229,250,539,626,629,636,804,855,42,3,0.196202486576472,0.244712716096728,3.33219242426517
"1394",429,437,487,489,508,541,588,820,45,3,0.196467463137127,0.0498146178267569,3.64767933534252
"1395",1,32,241,328,355,663,693,722,46,2,0.196554099582951,0.107315686249657,3.57486759196587
"1396",73,109,147,308,410,705,748,840,35,3,0.196568360568344,0.240007012615216,3.47592081976078
"1397",276,360,380,429,464,605,656,768,51,3,0.196745589342677,0.0931960002474943,3.65510597360871
"1398",123,279,346,463,567,712,761,840,48,2,0.19677185034245,0.254958481850307,3.44356637309763
"1399",146,238,270,429,460,461,506,712,42,2,0.19678419138405,0.0594791492778244,3.64635369050399
"1400",1,162,205,272,523,551,639,747,30,2,0.196831266958586,0.105501164526174,3.58311484714644
"1401",1,159,302,368,489,567,636,766,49,2,0.196884916880192,0.107807951029548,3.60431248645911
"1402",113,191,229,256,423,460,776,843,41,4,0.196905917273824,0.0994819346824101,3.61706403971721
"1403",1,88,149,244,390,619,766,790,54,4,0.197054108102418,0.0774479152621672,3.618195168543
"1404",160,211,374,475,512,561,772,840,22,2,0.197058788499767,0.254181111757348,3.38178222896955
"1405",43,254,353,626,639,788,792,816,36,4,0.197153550447075,0.234564058724358,3.34066933120267
"1406",27,62,84,277,278,347,626,712,41,3,0.197188374937881,0.136144795810624,4.60405394768357
"1407",215,218,235,273,404,456,696,766,38,3,0.197282277513769,0.097750270721678,3.48982170519046
"1408",198,567,608,664,680,710,840,843,42,4,0.197322760213315,0.0852656235802605,3.58454195216721
"1409",1,27,125,200,335,557,641,839,54,4,0.197445782076652,0.106021564822333,3.59668928973759
"1410",53,139,503,508,575,580,672,833,56,4,0.197654414094856,0.0910102876395156,3.67683667192381
"1411",158,205,251,308,373,450,626,718,44,2,0.197697528859051,0.312613169114346,3.34188127425705
"1412",156,212,316,626,808,820,822,840,43,5,0.197832032779532,0.119267083947178,3.70838053962289
"1413",7,211,283,365,429,534,647,712,34,3,0.197939179649044,0.0525529182453934,3.60449687675918
"1414",109,122,135,161,244,386,626,739,35,3,0.197996352802491,0.172488679705117,3.33893747552172
"1415",1,11,92,185,248,295,802,818,42,2,0.19807354611761,0.100058961354017,3.59747725885022
"1416",102,313,343,477,604,655,840,845,37,3,0.198862582018257,0.273444264654067,3.47000426806395
"1417",78,94,347,378,439,515,626,724,59,5,0.198991278343733,0.239000994095376,3.39125123248274
"1418",131,333,362,405,536,608,643,805,54,4,0.199098674776347,0.157050380381691,3.75157598114454
"1419",54,201,267,284,300,412,508,561,47,3,0.19918420482883,0.0777691467625137,3.50033844723586
"1420",78,208,261,333,371,482,750,840,53,3,0.199263006499681,0.281560210115636,3.40336495024254
"1421",1,56,354,393,457,664,778,783,38,3,0.199344587812553,0.105384763856858,3.57047736469264
"1422",9,53,484,633,708,718,762,840,50,3,0.199410042208215,0.456143160482812,3.27085918243767
"1423",39,289,363,555,557,685,716,840,42,5,0.199498070031712,0.244274842443955,3.40204795028813
"1424",66,129,339,394,429,489,670,789,58,6,0.199640646154796,0.0909390381465025,3.6971913473487
"1425",225,293,301,414,498,749,840,854,50,4,0.199722344242567,0.309450908166537,3.36763223215045
"1426",42,50,283,294,339,408,521,629,50,5,0.199767097237306,0.475482443157253,3.0212216713159
"1427",135,291,342,571,635,840,844,847,44,3,0.199778609567729,0.249164274750427,3.39777431770433
"1428",35,189,273,308,375,626,700,804,36,4,0.19979647445217,0.141376375521365,3.6891989512064
"1429",1,48,343,353,456,536,838,842,48,4,0.200027531154617,0.0974216413028874,3.60103113820217
"1430",134,295,465,494,528,598,626,728,44,4,0.200077854470969,0.109181368617707,3.71248431828987
"1431",405,496,531,580,624,664,679,776,40,3,0.200216552637396,0.119007222983219,3.70168279187103
"1432",1,101,177,399,473,526,810,848,49,3,0.200413005726548,0.0974055280468447,3.60077400616249
"1433",62,148,366,578,596,684,776,791,48,5,0.200692004388419,0.32332568937187,3.95457285997373
"1434",15,202,341,515,565,612,619,638,53,3,0.201021937629357,0.170646990021015,3.61065998214828
"1435",13,55,88,237,325,412,494,777,54,6,0.201195555592325,0.13166656280892,3.54156995977184
"1436",178,291,314,362,395,419,616,840,48,5,0.201253643046764,0.298056866405556,3.3227648615256
"1437",9,190,249,349,412,423,629,794,45,6,0.201267907362627,0.29669713229715,3.13555746316544
"1438",48,215,291,324,451,568,576,842,56,4,0.201401335520536,0.127177824920534,3.53774251470973
"1439",68,78,177,280,539,619,681,789,54,5,0.201706372547886,0.0936875346400163,3.67384567510333
"1440",13,94,154,198,335,572,605,615,48,3,0.201799726323662,0.0833296443324518,3.53922008671665
"1441",104,322,396,436,454,645,828,840,53,4,0.201931325263537,0.323646150379491,3.37983607744031
"1442",1,174,191,265,315,376,705,850,36,2,0.20201394633131,0.076701472129221,3.6139217661941
"1443",94,215,274,382,525,528,700,754,52,4,0.202047921088374,0.163816294355421,3.5519887981489
"1444",589,591,605,684,695,840,849,850,39,4,0.202086480726018,0.243861749597179,3.34907622880752
"1445",215,248,311,321,380,488,534,605,46,3,0.202220310509742,0.0997676866774913,3.64619281620681
"1446",154,215,224,411,414,738,794,853,47,4,0.2022503195652,0.154686026353176,3.60823025978868
"1447",1,139,354,510,511,572,669,699,47,2,0.202327366383727,0.069283145563404,3.64747705694578
"1448",66,412,453,589,605,688,746,800,37,4,0.202393279228453,0.348529727357361,3.03269918676225
"1449",123,340,432,464,517,655,792,833,58,3,0.202542193702808,0.105093711749886,3.6557938994176
"1450",95,126,312,429,589,642,667,852,43,2,0.202543029564378,0.100951091260956,3.69501073234641
"1451",49,72,391,412,422,554,640,751,53,2,0.202599287666503,0.0663908995517755,3.45362112764115
"1452",77,87,211,215,497,736,746,785,53,5,0.20284407158892,0.110780778799346,3.53103382806569
"1453",215,339,361,432,473,707,785,833,53,4,0.203032584288853,0.0993628235641073,3.53514848978645
"1454",64,96,177,215,345,376,641,801,39,2,0.203032946700107,0.170840904434187,3.53439167668147
"1455",1,110,516,569,668,699,751,757,57,4,0.203190318933864,0.085245034272452,3.61741214230733
"1456",33,100,148,254,264,429,720,765,57,3,0.20334778129073,0.0711062778906468,3.67179885053346
"1457",97,125,132,706,795,800,840,849,46,2,0.203597989694528,0.163451087031146,3.84490238500971
"1458",30,120,339,353,412,418,526,584,58,4,0.203638056132505,0.331774709545164,3.10487917028753
"1459",162,245,410,493,626,675,690,802,39,4,0.203749180495737,0.248645565518194,3.36415090905201
"1460",5,62,191,350,469,560,694,813,48,2,0.204120529940877,0.491689171027724,3.25029597317767
"1461",66,198,272,405,481,482,585,804,53,4,0.204286413778321,0.0755617040859455,3.5828449528629
"1462",3,30,187,373,378,793,840,848,43,4,0.204402760276021,0.274477836136287,3.37128466416468
"1463",1,99,169,311,652,742,747,813,34,2,0.204437771422386,0.0776077522724572,3.59811180438596
"1464",7,31,53,118,201,377,438,827,54,4,0.204629372923184,0.0419430377635117,3.69724328478776
"1465",56,57,215,225,402,495,761,777,51,4,0.204800011233806,0.129589018735687,3.56048213753707
"1466",86,190,318,412,474,698,740,784,47,6,0.204925126158885,0.0823637238048405,3.53061819587959
"1467",258,274,335,455,493,586,626,657,43,4,0.205118035851297,0.115019678908223,3.39684683193236
"1468",82,111,146,202,235,435,637,843,43,3,0.205510636122483,0.24171997370683,3.94206050261853
"1469",41,50,66,86,244,337,625,678,46,4,0.205548697866089,0.585541226861477,2.88156052283289
"1470",101,252,446,462,573,580,626,747,49,4,0.205763695303286,0.269514388370431,3.75778730683071
"1471",105,279,389,406,715,723,820,840,38,2,0.205891565960195,0.206689798827656,3.46937633547982
"1472",324,459,590,626,654,657,685,806,38,4,0.205914624674838,0.24751686766772,3.33793315911118
"1473",77,84,191,224,398,475,515,794,50,5,0.205999063029128,0.0321239369170523,3.39347697958029
"1474",1,197,214,403,505,666,720,840,54,3,0.206164466005994,0.101124284027785,3.59253195856525
"1475",109,260,334,432,458,613,629,687,60,4,0.20620180504654,0.250361575812028,3.04605319977875
"1476",29,141,231,408,496,626,786,797,36,3,0.206282948926139,0.408155393278226,3.26715472949134
"1477",84,191,207,242,395,490,554,721,51,3,0.206354258579867,0.575965661321154,3.66410068690435
"1478",62,426,429,449,456,473,504,757,49,5,0.206496150072264,0.0451967310028603,3.79971150047154
"1479",36,74,228,412,514,724,742,832,52,6,0.206718389259657,0.107215438746344,3.54491834588886
"1480",1,60,233,443,491,646,798,816,33,3,0.206720060307783,0.109479315229807,3.57028571826798
"1481",44,176,304,318,341,342,487,619,32,4,0.206748107462248,0.0917299215408511,3.63448084172261
"1482",124,233,356,457,541,588,681,840,40,3,0.207018785683204,0.257036901185503,3.39578816753173
"1483",43,90,142,405,506,564,631,781,47,3,0.207436596561763,0.194668979500201,3.52077559816247
"1484",1,115,126,141,186,557,605,606,52,5,0.207442609315294,0.0969126128143381,3.60649730916603
"1485",128,192,212,247,455,626,628,693,43,4,0.207463612256752,0.245790193468194,3.3235011112173
"1486",48,164,240,252,415,447,605,649,49,6,0.207470262463715,0.4855754913764,3.09963509760286
"1487",150,218,241,347,429,450,617,621,40,2,0.207680461788402,0.0212353599733217,3.78798201405093
"1488",2,215,276,284,353,413,438,730,47,3,0.20770174844226,0.112263727157463,3.5155895933347
"1489",1,314,379,454,455,775,827,841,50,4,0.208044368611683,0.0863665584527458,3.61256282708031
"1490",347,405,406,467,642,693,798,851,50,3,0.208068430983015,0.335638778466984,3.88173830451983
"1491",87,172,279,460,464,569,584,637,48,4,0.208073371083881,0.252554397024061,4.75833506115808
"1492",51,134,198,277,493,514,526,819,51,3,0.208165967800023,0.0473805057365957,3.59961605149459
"1493",143,251,558,612,626,672,691,823,44,2,0.208169138270189,0.343541198664767,3.20883045693559
"1494",155,244,273,429,576,737,830,852,35,2,0.208410103042461,0.102098965799268,3.6468703420061
"1495",18,175,271,475,584,619,804,832,38,4,0.208887987209183,0.117760946136259,1.40171840908232
"1496",59,242,358,465,626,696,722,783,41,4,0.209175220009156,0.302674682043238,-25.900419978124
"1497",54,341,347,643,710,755,770,829,40,3,0.209179027600034,0.16085697912185,3.31066598383167
"1498",28,198,310,490,544,661,747,757,45,4,0.209229082338506,0.0557993500867977,3.59011516344905
"1499",113,163,335,470,568,626,650,795,59,4,0.209465051049631,0.159370617887955,3.74660035392388
"1500",77,215,228,239,289,347,431,652,49,4,0.209704043924148,0.227660576430428,3.5594783993842
"1501",1,124,134,153,370,490,610,700,53,2,0.21046376765099,0.0733300727625541,3.61265605268103
"1502",215,252,260,343,354,747,754,814,54,4,0.210561557281264,0.115167017861856,3.48614755068001
"1503",1,6,195,239,260,293,462,647,53,3,0.210613810292709,0.104030912871692,3.57821022071366
"1504",296,436,465,501,546,548,619,826,38,3,0.210672813480942,0.130577831723208,3.64765682074934
"1505",1,205,532,536,551,647,716,840,33,3,0.211093960832474,0.0974921811387204,3.59873398925858
"1506",338,340,354,390,417,467,619,767,55,2,0.211320170083868,0.270621078783268,3.87241293147569
"1507",147,222,232,321,505,626,777,797,46,5,0.211363431192479,0.157080149997259,3.78826776032424
"1508",132,191,233,388,429,647,669,759,37,3,0.211519229668219,0.11181608558992,3.71330036519842
"1509",125,150,215,229,242,314,332,515,56,5,0.211546542789594,0.122254875516233,3.50988698565616
"1510",1,134,193,241,448,489,606,758,52,3,0.211777666545984,0.077425470480776,3.59682128100961
"1511",101,155,217,292,393,515,607,726,52,4,0.211963085438839,0.10994210511903,3.58303124906821
"1512",236,242,283,329,461,645,703,840,43,6,0.212082293965031,0.0822161151975322,3.45286964036245
"1513",109,149,241,335,405,429,535,581,46,2,0.212152559925172,0.119517767096148,3.70870501614301
"1514",66,217,358,429,526,528,584,642,47,5,0.212262290697875,0.0528891328338763,3.665441185228
"1515",39,144,224,281,366,405,837,854,51,5,0.212448924143017,0.298834864317521,3.86466948351638
"1516",98,99,107,133,152,215,292,687,52,4,0.212738981767186,0.106583842502377,3.50083673982013
"1517",1,72,435,452,571,676,735,819,42,3,0.212751797319566,0.0789392449954027,3.62639714951699
"1518",1,274,499,588,648,652,780,789,47,4,0.212773290797434,0.0181491394162974,3.65367705070155
"1519",12,398,457,655,744,839,840,850,48,4,0.212780094149295,0.285740228299447,3.34208957036798
"1520",1,33,127,240,344,474,529,827,41,5,0.212960438805231,0.0782014249038618,3.6198851562415
"1521",1,70,232,270,274,347,441,704,48,4,0.212978650816235,0.0144902093997743,3.66521710999265
"1522",143,226,339,417,479,619,645,784,56,4,0.213085630099419,0.083807171303024,3.6866507921422
"1523",3,5,284,403,432,453,546,626,49,3,0.213114473077503,0.252440467841812,3.33538482991814
"1524",69,286,365,373,416,494,668,840,47,5,0.213143612865841,0.194032295800816,3.38808971008465
"1525",69,144,185,187,490,567,794,840,51,4,0.21318393177497,0.299922253789761,4.06766841837587
"1526",60,178,215,232,257,279,458,847,48,4,0.213301691568887,0.105934741200417,3.51829342068451
"1527",33,183,215,367,559,607,714,746,48,2,0.213451366774598,0.112837875164527,3.4858185540574
"1528",1,139,447,564,613,674,767,770,49,2,0.213464801434448,0.0828805209444514,3.61769066307325
"1529",128,201,218,316,364,435,800,822,45,2,0.213473143670149,0.313301446039848,3.56016614742544
"1530",230,237,256,333,408,450,580,750,48,4,0.213900580450292,0.566377300674405,3.28073153746168
"1531",17,79,331,362,405,486,553,768,56,3,0.213949992162521,0.123634923998805,3.65111631814972
"1532",1,82,120,288,586,591,640,652,55,5,0.213959745185977,0.0677586326902979,3.63003922723519
"1533",108,149,185,376,698,801,840,856,39,4,0.214443954693309,0.286574157093749,3.36051570580345
"1534",265,277,358,441,458,480,800,840,46,3,0.214594901740039,0.254183073617015,3.36361767788164
"1535",199,492,569,626,717,770,797,840,31,3,0.214621658196866,0.233843644226135,3.34461688485455
"1536",23,24,226,306,375,411,565,626,42,4,0.21517804810129,0.128620817104407,3.71956185708475
"1537",1,66,142,179,219,477,767,824,48,4,0.215317469930884,0.0932808414778465,3.60956258435364
